"Excel-rij";"Controleprioriteit";"Medewerker";"Medewerkernummer";"Team";"Deskundigheid";"Escalatie reden";"Doeltype";"Cliënt/doel";"Doel-ID";"Hoofdlocatie";"Gestart op";"Geactiveerd op";"Signalen";"Her-escalatie sinds activatie (min.)";"Activatievertraging (min.)"
"312";"Basis";"Synthetische medewerker 004";"SYN-M-0004";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0385";"SYN-C-00385";"Synthetische hoofdlocatie 011";"17-05-2026, 16:01:18";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"824";"Basis";"Synthetische medewerker 012";"SYN-M-0012";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Locatie";"Synthetische locatie 028";"SYN-L-0028";"Synthetische hoofdlocatie 013";"17-05-2026, 16:29:19";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"26";"Basis";"Synthetische medewerker 074";"SYN-M-0074";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0152";"SYN-C-00152";"Synthetische hoofdlocatie 003";"17-05-2026, 18:07:06";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"189";"Basis";"Synthetische medewerker 143";"SYN-M-0143";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0228";"SYN-C-00228";"Synthetische hoofdlocatie 004";"17-05-2026, 20:15:41";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"1164";"Basis";"Synthetische medewerker 047";"SYN-M-0047";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0055";"SYN-C-00055";"Synthetische hoofdlocatie 006";"17-05-2026, 20:40:17";"17-05-2026, 21:06:17";"LATE_ACTIVATIE";"";"26"
"1930";"Basis";"Synthetische medewerker 138";"SYN-M-0138";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0347";"SYN-C-00347";"Synthetische hoofdlocatie 023";"17-05-2026, 21:43:13";"17-05-2026, 21:22:13";"ONGELDIGE_ACTIVATIE";"";"-21"
"1836";"Basis";"Synthetische medewerker 086";"SYN-M-0086";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Locatie";"Synthetische locatie 029";"SYN-L-0029";"Synthetische hoofdlocatie 004";"17-05-2026, 21:58:02";"17-05-2026, 22:10:02";"LATE_ACTIVATIE";"";"12"
"1198";"Basis";"Synthetische medewerker 040";"SYN-M-0040";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0296";"SYN-C-00296";"Synthetische hoofdlocatie 022";"17-05-2026, 22:40:03";"17-05-2026, 23:24:03";"LATE_ACTIVATIE";"";"44"
"1085";"Basis";"Synthetische medewerker 144";"SYN-M-0144";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0242";"SYN-C-00242";"Synthetische hoofdlocatie 018";"18-05-2026, 06:43:36";"18-05-2026, 06:57:36";"LATE_ACTIVATIE";"";"14"
"1009";"Basis";"Synthetische medewerker 149";"SYN-M-0149";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Locatie";"Synthetische locatie 006";"SYN-L-0006";"Synthetische hoofdlocatie 001";"18-05-2026, 06:49:14";"18-05-2026, 07:38:14";"LATE_ACTIVATIE";"";"49"
"27";"Basis";"Synthetische medewerker 241";"SYN-M-0241";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0248";"SYN-C-00248";"Synthetische hoofdlocatie 024";"18-05-2026, 06:50:00";"18-05-2026, 08:31:00";"LATE_ACTIVATIE";"";"101"
"210";"Basis";"Synthetische medewerker 219";"SYN-M-0219";"Synthetisch team West";"Synthetische deskundigheid";"Voorbereiding van een geplande synthetische handeling";"Locatie";"Synthetische locatie 011";"SYN-L-0011";"Synthetische hoofdlocatie 016";"18-05-2026, 07:10:01";"18-05-2026, 06:47:01";"ONGELDIGE_ACTIVATIE";"";"-23"
"1705";"Basis";"Synthetische medewerker 144";"SYN-M-0144";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0223";"SYN-C-00223";"Synthetische hoofdlocatie 024";"18-05-2026, 12:44:55";"18-05-2026, 14:32:55";"LATE_ACTIVATIE";"";"108"
"530";"Basis";"Synthetische medewerker 069";"SYN-M-0069";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0007";"SYN-C-00007";"Synthetische hoofdlocatie 008";"18-05-2026, 13:00:57";"18-05-2026, 14:36:57";"LATE_ACTIVATIE";"";"96"
"1866";"Basis";"Synthetische medewerker 189";"SYN-M-0189";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0512";"SYN-C-00512";"Synthetische hoofdlocatie 013";"18-05-2026, 13:43:16";"18-05-2026, 15:23:16";"LATE_ACTIVATIE";"";"100"
"452";"Basis";"Synthetische medewerker 068";"SYN-M-0068";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Locatie";"Synthetische locatie 021";"SYN-L-0021";"Synthetische hoofdlocatie 006";"18-05-2026, 14:43:43";"18-05-2026, 16:24:43";"LATE_ACTIVATIE";"";"101"
"1716";"Basis";"Synthetische medewerker 108";"SYN-M-0108";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0135";"SYN-C-00135";"Synthetische hoofdlocatie 011";"18-05-2026, 16:06:33";"18-05-2026, 17:30:33";"LATE_ACTIVATIE";"";"84"
"1361";"Basis";"Synthetische medewerker 118";"SYN-M-0118";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0095";"SYN-C-00095";"Synthetische hoofdlocatie 021";"18-05-2026, 16:46:40";"18-05-2026, 17:13:40";"LATE_ACTIVATIE";"";"27"
"1642";"Basis";"Synthetische medewerker 029";"SYN-M-0029";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0199";"SYN-C-00199";"Synthetische hoofdlocatie 025";"18-05-2026, 16:49:10";"18-05-2026, 17:57:10";"LATE_ACTIVATIE";"";"68"
"438";"Basis";"Synthetische medewerker 200";"SYN-M-0200";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0354";"SYN-C-00354";"Synthetische hoofdlocatie 005";"18-05-2026, 17:18:47";"18-05-2026, 17:52:47";"LATE_ACTIVATIE";"";"34"
"1069";"Basis";"Synthetische medewerker 158";"SYN-M-0158";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Locatie";"Synthetische locatie 026";"SYN-L-0026";"Synthetische hoofdlocatie 016";"18-05-2026, 18:13:46";"18-05-2026, 19:28:46";"LATE_ACTIVATIE";"";"75"
"620";"Basis";"Synthetische medewerker 077";"SYN-M-0077";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0515";"SYN-C-00515";"Synthetische hoofdlocatie 016";"18-05-2026, 19:16:19";"18-05-2026, 20:02:19";"LATE_ACTIVATIE";"";"46"
"754";"Basis";"Synthetische medewerker 028";"SYN-M-0028";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0294";"SYN-C-00294";"Synthetische hoofdlocatie 020";"18-05-2026, 20:11:59";"18-05-2026, 20:27:59";"LATE_ACTIVATIE";"";"16"
"41";"Basis";"Synthetische medewerker 077";"SYN-M-0077";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0581";"SYN-C-00581";"Synthetische hoofdlocatie 007";"18-05-2026, 21:55:18";"18-05-2026, 22:40:18";"LATE_ACTIVATIE";"";"45"
"1975";"Basis";"Synthetische medewerker 036";"SYN-M-0036";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Locatie";"Synthetische locatie 009";"SYN-L-0009";"Synthetische hoofdlocatie 014";"19-05-2026, 03:16:32";"19-05-2026, 03:18:32";"NACHT";"";"2"
"95";"Basis";"Synthetische medewerker 247";"SYN-M-0247";"Synthetisch team West";"Synthetische deskundigheid";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0494";"SYN-C-00494";"Synthetische hoofdlocatie 020";"19-05-2026, 06:23:30";"19-05-2026, 07:12:30";"LATE_ACTIVATIE";"";"49"
"1418";"Basis";"Synthetische medewerker 013";"SYN-M-0013";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0360";"SYN-C-00360";"Synthetische hoofdlocatie 011";"19-05-2026, 07:54:26";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"621";"Basis";"Synthetische medewerker 002";"SYN-M-0002";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0082";"SYN-C-00082";"Synthetische hoofdlocatie 008";"19-05-2026, 08:09:32";"19-05-2026, 08:46:32";"LATE_ACTIVATIE";"";"37"
"75";"Basis";"Synthetische medewerker 108";"SYN-M-0108";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0499";"SYN-C-00499";"Synthetische hoofdlocatie 025";"19-05-2026, 09:14:51";"19-05-2026, 10:03:51";"LATE_ACTIVATIE";"";"49"
"1468";"Basis";"Synthetische medewerker 193";"SYN-M-0193";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0200";"SYN-C-00200";"Synthetische hoofdlocatie 001";"19-05-2026, 10:01:39";"19-05-2026, 10:00:39";"ONGELDIGE_ACTIVATIE";"";"-1"
"1213";"Basis";"Synthetische medewerker 243";"SYN-M-0243";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0572";"SYN-C-00572";"Synthetische hoofdlocatie 023";"19-05-2026, 11:17:33";"19-05-2026, 11:19:33";"VEEL_TEAMS_CLIENT";"";"2"
"363";"Basis";"Synthetische medewerker 001";"SYN-M-0001";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Locatie";"Synthetische locatie 022";"SYN-L-0022";"Synthetische hoofdlocatie 002";"19-05-2026, 11:19:42";"19-05-2026, 11:07:42";"ONGELDIGE_ACTIVATIE";"";"-12"
"1795";"Basis";"Synthetische medewerker 043";"SYN-M-0043";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Locatie";"Synthetische locatie 030";"SYN-L-0030";"Synthetische hoofdlocatie 015";"19-05-2026, 12:14:33";"19-05-2026, 12:26:33";"LATE_ACTIVATIE";"";"12"
"1062";"Basis";"Synthetische medewerker 038";"SYN-M-0038";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0130";"SYN-C-00130";"Synthetische hoofdlocatie 006";"19-05-2026, 12:57:06";"19-05-2026, 14:30:06";"LATE_ACTIVATIE";"";"93"
"579";"Basis";"Synthetische medewerker 061";"SYN-M-0061";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0221";"SYN-C-00221";"Synthetische hoofdlocatie 022";"19-05-2026, 13:02:41";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"1928";"Basis";"Synthetische medewerker 035";"SYN-M-0035";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0339";"SYN-C-00339";"Synthetische hoofdlocatie 015";"19-05-2026, 13:14:10";"19-05-2026, 13:51:10";"LATE_ACTIVATIE";"";"37"
"1006";"Basis";"Synthetische medewerker 125";"SYN-M-0125";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0011";"SYN-C-00011";"Synthetische hoofdlocatie 012";"19-05-2026, 13:27:44";"19-05-2026, 15:11:44";"LATE_ACTIVATIE";"";"104"
"1657";"Basis";"Synthetische medewerker 153";"SYN-M-0153";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0374";"SYN-C-00374";"Synthetische hoofdlocatie 025";"19-05-2026, 14:00:04";"19-05-2026, 14:04:04";"LATE_ACTIVATIE";"";"4"
"39";"Basis";"Synthetische medewerker 087";"SYN-M-0087";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0574";"SYN-C-00574";"Synthetische hoofdlocatie 025";"19-05-2026, 15:32:49";"19-05-2026, 16:59:49";"LATE_ACTIVATIE";"";"87"
"1490";"Basis";"Synthetische medewerker 189";"SYN-M-0189";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0314";"SYN-C-00314";"Synthetische hoofdlocatie 015";"19-05-2026, 16:39:55";"19-05-2026, 18:10:55";"LATE_ACTIVATIE";"";"91"
"498";"Basis";"Synthetische medewerker 010";"SYN-M-0010";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0176";"SYN-C-00176";"Synthetische hoofdlocatie 002";"19-05-2026, 17:03:55";"19-05-2026, 17:09:55";"LATE_ACTIVATIE";"";"6"
"821";"Basis";"Synthetische medewerker 210";"SYN-M-0210";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0522";"SYN-C-00522";"Synthetische hoofdlocatie 023";"19-05-2026, 17:34:43";"19-05-2026, 18:41:43";"LATE_ACTIVATIE";"";"67"
"1015";"Basis";"Synthetische medewerker 115";"SYN-M-0115";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Locatie";"Synthetische locatie 024";"SYN-L-0024";"Synthetische hoofdlocatie 024";"19-05-2026, 17:51:52";"19-05-2026, 19:01:52";"LATE_ACTIVATIE";"";"70"
"1972";"Basis";"Synthetische medewerker 002";"SYN-M-0002";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Locatie";"Synthetische locatie 002";"SYN-L-0002";"Synthetische hoofdlocatie 017";"19-05-2026, 17:53:40";"19-05-2026, 18:54:40";"LATE_ACTIVATIE";"";"61"
"571";"Basis";"Synthetische medewerker 028";"SYN-M-0028";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0206";"SYN-C-00206";"Synthetische hoofdlocatie 007";"19-05-2026, 19:47:37";"19-05-2026, 19:43:37";"ONGELDIGE_ACTIVATIE";"";"-4"
"809";"Basis";"Synthetische medewerker 057";"SYN-M-0057";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0002";"SYN-C-00002";"Synthetische hoofdlocatie 003";"19-05-2026, 20:07:43";"19-05-2026, 21:32:43";"LATE_ACTIVATIE";"";"85"
"1331";"Basis";"Synthetische medewerker 144";"SYN-M-0144";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0437";"SYN-C-00437";"Synthetische hoofdlocatie 013";"19-05-2026, 20:14:08";"19-05-2026, 21:16:08";"LATE_ACTIVATIE";"";"62"
"1951";"Basis";"Synthetische medewerker 030";"SYN-M-0030";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0289";"SYN-C-00289";"Synthetische hoofdlocatie 015";"19-05-2026, 21:46:47";"19-05-2026, 22:35:47";"LATE_ACTIVATIE";"";"49"
"1082";"Basis";"Synthetische medewerker 013";"SYN-M-0013";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Locatie";"Synthetische locatie 027";"SYN-L-0027";"Synthetische hoofdlocatie 017";"20-05-2026, 09:44:16";"20-05-2026, 11:38:16";"LATE_ACTIVATIE";"";"114"
"700";"Basis";"Synthetische medewerker 006";"SYN-M-0006";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0597";"SYN-C-00597";"Synthetische hoofdlocatie 023";"20-05-2026, 09:57:14";"20-05-2026, 11:47:14";"LATE_ACTIVATIE";"";"110"
"532";"Basis";"Synthetische medewerker 221";"SYN-M-0221";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Locatie";"Synthetische locatie 026";"SYN-L-0026";"Synthetische hoofdlocatie 001";"20-05-2026, 10:34:55";"20-05-2026, 11:15:55";"LATE_ACTIVATIE";"";"41"
"354";"Basis";"Synthetische medewerker 145";"SYN-M-0145";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0566";"SYN-C-00566";"Synthetische hoofdlocatie 017";"20-05-2026, 10:51:04";"20-05-2026, 12:17:04";"LATE_ACTIVATIE";"";"86"
"1613";"Basis";"Synthetische medewerker 209";"SYN-M-0209";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0493";"SYN-C-00493";"Synthetische hoofdlocatie 019";"20-05-2026, 11:01:40";"20-05-2026, 11:53:40";"LATE_ACTIVATIE";"";"52"
"1790";"Basis";"Synthetische medewerker 141";"SYN-M-0141";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0533";"SYN-C-00533";"Synthetische hoofdlocatie 009";"20-05-2026, 11:03:42";"20-05-2026, 11:07:42";"LATE_ACTIVATIE";"";"4"
"454";"Basis";"Synthetische medewerker 035";"SYN-M-0035";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0335";"SYN-C-00335";"Synthetische hoofdlocatie 011";"20-05-2026, 12:40:43";"20-05-2026, 12:51:43";"LATE_ACTIVATIE";"";"11"
"1502";"Basis";"Synthetische medewerker 148";"SYN-M-0148";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Locatie";"Synthetische locatie 020";"SYN-L-0020";"Synthetische hoofdlocatie 020";"20-05-2026, 13:39:34";"20-05-2026, 13:23:34";"ONGELDIGE_ACTIVATIE";"";"-16"
"1922";"Basis";"Synthetische medewerker 204";"SYN-M-0204";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Locatie";"Synthetische locatie 006";"SYN-L-0006";"Synthetische hoofdlocatie 011";"20-05-2026, 14:07:22";"20-05-2026, 14:34:22";"LATE_ACTIVATIE";"";"27"
"1032";"Basis";"Synthetische medewerker 127";"SYN-M-0127";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0554";"SYN-C-00554";"Synthetische hoofdlocatie 005";"20-05-2026, 14:34:30";"20-05-2026, 15:15:30";"LATE_ACTIVATIE";"";"41"
"1116";"Basis";"Synthetische medewerker 233";"SYN-M-0233";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0543";"SYN-C-00543";"Synthetische hoofdlocatie 019";"20-05-2026, 15:10:57";"20-05-2026, 15:32:57";"LATE_ACTIVATIE";"";"22"
"829";"Basis";"Synthetische medewerker 019";"SYN-M-0019";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0358";"SYN-C-00358";"Synthetische hoofdlocatie 009";"20-05-2026, 15:34:02";"20-05-2026, 17:08:02";"LATE_ACTIVATIE";"";"94"
"229";"Basis";"Synthetische medewerker 081";"SYN-M-0081";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0122";"SYN-C-00122";"Synthetische hoofdlocatie 023";"20-05-2026, 15:51:14";"20-05-2026, 17:43:14";"LATE_ACTIVATIE";"";"112"
"1185";"Basis";"Synthetische medewerker 113";"SYN-M-0113";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0531";"SYN-C-00531";"Synthetische hoofdlocatie 007";"20-05-2026, 19:53:15";"20-05-2026, 20:24:15";"LATE_ACTIVATIE";"";"31"
"1736";"Basis";"Synthetische medewerker 196";"SYN-M-0196";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0066";"SYN-C-00066";"Synthetische hoofdlocatie 017";"20-05-2026, 20:07:49";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"527";"Basis";"Synthetische medewerker 192";"SYN-M-0192";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0124";"SYN-C-00124";"Synthetische hoofdlocatie 025";"20-05-2026, 20:22:09";"20-05-2026, 20:55:09";"LATE_ACTIVATIE";"";"33"
"710";"Basis";"Synthetische medewerker 224";"SYN-M-0224";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0547";"SYN-C-00547";"Synthetische hoofdlocatie 023";"20-05-2026, 21:09:41";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"635";"Basis";"Synthetische medewerker 098";"SYN-M-0098";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0318";"SYN-C-00318";"Synthetische hoofdlocatie 019";"20-05-2026, 21:19:32";"20-05-2026, 21:25:32";"LATE_ACTIVATIE";"";"6"
"569";"Basis";"Synthetische medewerker 245";"SYN-M-0245";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0300";"SYN-C-00300";"Synthetische hoofdlocatie 001";"20-05-2026, 21:50:03";"20-05-2026, 23:03:03";"LATE_ACTIVATIE";"";"73"
"707";"Basis";"Synthetische medewerker 102";"SYN-M-0102";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0050";"SYN-C-00050";"Synthetische hoofdlocatie 001";"20-05-2026, 21:54:38";"20-05-2026, 22:52:38";"LATE_ACTIVATIE";"";"58"
"1897";"Basis";"Synthetische medewerker 212";"SYN-M-0212";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0524";"SYN-C-00524";"Synthetische hoofdlocatie 025";"20-05-2026, 21:55:26";"20-05-2026, 23:42:26";"LATE_ACTIVATIE";"";"107"
"594";"Basis";"Synthetische medewerker 025";"SYN-M-0025";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0548";"SYN-C-00548";"Synthetische hoofdlocatie 024";"21-05-2026, 02:55:22";"21-05-2026, 02:57:22";"NACHT";"";"2"
"1620";"Basis";"Synthetische medewerker 174";"SYN-M-0174";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0580";"SYN-C-00580";"Synthetische hoofdlocatie 006";"21-05-2026, 06:44:00";"21-05-2026, 08:38:00";"LATE_ACTIVATIE";"";"114"
"59";"Basis";"Synthetische medewerker 100";"SYN-M-0100";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0295";"SYN-C-00295";"Synthetische hoofdlocatie 021";"21-05-2026, 07:36:40";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"1285";"Basis";"Synthetische medewerker 204";"SYN-M-0204";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0324";"SYN-C-00324";"Synthetische hoofdlocatie 025";"21-05-2026, 09:54:00";"21-05-2026, 10:51:00";"LATE_ACTIVATIE";"";"57"
"1374";"Basis";"Synthetische medewerker 158";"SYN-M-0158";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Locatie";"Synthetische locatie 015";"SYN-L-0015";"Synthetische hoofdlocatie 025";"21-05-2026, 10:15:26";"21-05-2026, 11:00:26";"LATE_ACTIVATIE";"";"45"
"1616";"Basis";"Synthetische medewerker 191";"SYN-M-0191";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0028";"SYN-C-00028";"Synthetische hoofdlocatie 004";"21-05-2026, 13:23:17";"21-05-2026, 14:26:17";"LATE_ACTIVATIE";"";"63"
"729";"Basis";"Synthetische medewerker 002";"SYN-M-0002";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0113";"SYN-C-00113";"Synthetische hoofdlocatie 014";"21-05-2026, 17:01:41";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
"897";"Basis";"Synthetische medewerker 005";"SYN-M-0005";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Locatie";"Synthetische locatie 020";"SYN-L-0020";"Synthetische hoofdlocatie 005";"21-05-2026, 17:26:33";"21-05-2026, 19:19:33";"LATE_ACTIVATIE";"";"113"
"1535";"Basis";"Synthetische medewerker 169";"SYN-M-0169";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0566";"SYN-C-00566";"Synthetische hoofdlocatie 017";"21-05-2026, 21:03:34";"21-05-2026, 21:27:34";"LATE_ACTIVATIE";"";"24"
"1175";"Basis";"Synthetische medewerker 109";"SYN-M-0109";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0202";"SYN-C-00202";"Synthetische hoofdlocatie 003";"21-05-2026, 21:34:52";"21-05-2026, 22:17:52";"LATE_ACTIVATIE";"";"43"
"989";"Basis";"Synthetische medewerker 152";"SYN-M-0152";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0060";"SYN-C-00060";"Synthetische hoofdlocatie 011";"21-05-2026, 22:01:27";"Niet geactiveerd";"NIET_GEACTIVEERD";"";""
